,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC
,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg
Date/Time,Bat,Terrestrial PAR,Terrestrial PAR mv,Underwater PAR,Underwater PAR mv,Chlorophyll,Chlorophyll mv,1m Temperature,1m DOSat,1m DO,3m Temperature,3m DOSat,3m DO,5m Temperature,5m DOSat,5m DO,7m Temperature,7m DOSat,7m DO,9m Temperature,9m DOSat,9m DO,11m Temperature,11m DOSat,11m DO,13m Temperature,13m DOSat,13m DO,AirTemp,RH,Rel. BP,WindSp,Max WindSp,WindDir,Wet Bulb Temp,Precip Type,RainInten,TotalRain,IntvRain,SolarRad,Head
m/d/y,V,µmol/s/m²,mV,µmol/s/m²,mV,µg/L,mV,C,%,mg/L,C,%,mg/L,C,%,mg/L,C,%,mg/L,C,%,mg/L,C,%,mg/L,C,%,mg/L,C,%,hPa,m/s,m/s,Degree,C,,mm/h,mm,mm,W/m²,Degree
8/27/2017 3:15,12.7,-5.031,-0.02,3.932,0.017,2.222,22.223,23.04,219.2,18.79,22.99,92.2,7.91,23.17,95.5,8.17,-99999.99,-100000,-99999.99,14.56,0.6,0.06,12.91,0,0,12.69,100,10.67,13,89,1012.8,1.3,1.8,226,12,0,0,286.3,0,1000,313
8/27/2017 3:30,12.5,-6.191,-0.025,3.306,0.014,2.273,22.733,23.02,218.9,18.77,22.98,91.9,7.89,23.13,95.7,8.19,-99999.99,-100000,-99999.99,14.59,0.7,0.07,12.91,0,0,12.69,100,10.67,12.8,92,1012.8,1.2,1.8,253,12,0,0,286.3,0,1000,313
8/27/2017 3:45,12.7,-5.358,-0.021,3.165,0.013,2.277,22.774,23,218.1,18.71,22.98,91.9,7.89,23.13,95.7,8.19,-99999.99,-100000,-99999.99,14.61,0.8,0.08,12.92,0,0,12.69,100,10.67,12.9,92,1012.8,1.3,1.7,283,12.2,0,0,286.3,0,1000,313
8/27/2017 4:00,12.5,-5.611,-0.022,3.835,0.016,2.198,21.979,22.97,218.7,18.78,22.95,91.8,7.88,23.13,95.7,8.19,-99999.99,-100000,-99999.99,14.59,1,0.1,12.92,0,0,12.68,100,10.67,12.9,89,1012.7,1.7,2.2,307,11.9,0,0,286.3,0,1000,313
8/27/2017 4:15,12.7,-5.124,-0.02,3.809,0.016,2.178,21.777,22.97,219.2,18.82,22.93,91.9,7.89,23.1,96.3,8.25,-99999.99,-100000,-99999.99,14.46,0.9,0.09,12.92,0,0,12.62,100,10.69,12.8,91,1012.6,1.7,2.6,274,12,0,0,286.3,0,1000,313
8/27/2017 4:30,12.5,-5.845,-0.023,3.844,0.016,2.285,22.853,22.95,219.3,18.83,22.9,92.1,7.92,23.1,95.1,8.14,-99999.99,-100000,-99999.99,14.38,0.1,0.01,12.92,0,0,12.55,100,10.7,12.3,92,1012.8,1.2,2.1,283,11.6,0,0,286.3,0,1000,313
8/27/2017 4:45,12.6,-5.751,-0.023,3.386,0.014,2.303,23.029,22.95,218.2,18.73,22.9,91.5,7.87,23.08,95.9,8.21,-99999.99,-100000,-99999.99,14.34,0,0,12.91,0,0,12.6,100,10.69,12.2,90,1012.8,1.5,2.5,279,11.3,0,0,286.3,0,1000,313
8/27/2017 5:00,12.5,-5.854,-0.023,3.756,0.016,2.28,22.796,22.93,218,18.73,22.89,91.5,7.86,23.07,95.3,8.16,-99999.99,-100000,-99999.99,14.38,0.1,0.01,12.9,0,0,12.66,100,10.68,12.2,92,1012.9,1.3,1.7,265,11.5,0,0,286.3,0,1000,313
8/27/2017 5:15,12.6,-6.705,-0.027,4.338,0.018,2.276,22.764,22.9,217.6,18.7,22.87,91.4,7.87,23.07,95.1,8.14,-99999.99,-100000,-99999.99,14.36,0.2,0.02,12.89,0,0,12.67,100,10.68,11.9,91,1012.9,0.8,1.2,258,11.1,0,0,286.3,0,1000,313
8/27/2017 5:30,12.4,-6.349,-0.025,3.968,0.017,2.328,23.279,22.92,217.7,18.71,22.87,91.5,7.87,23.02,94.7,8.12,-99999.99,-100000,-99999.99,14.32,0,0,12.89,0,0,12.67,100,10.68,12,92,1013,1.5,2.2,281,11.3,0,0,286.3,0,1000,313
8/27/2017 5:45,12.6,-4.816,-0.019,3.509,0.015,2.284,22.837,22.9,216.4,18.6,22.85,91.1,7.84,23.02,94.9,8.14,-99999.99,-100000,-99999.99,14.31,0,0,12.89,0,0,12.68,100,10.67,11.6,94,1013.1,1.2,1.6,233,11,0,0,286.3,0,1000,313
8/27/2017 6:00,12.5,1.823,0.007,4.576,0.019,2.267,22.666,22.86,215.2,18.51,22.84,89.7,7.72,22.99,94.6,8.12,-99999.99,-100000,-99999.99,14.3,0,0,12.89,0,0,12.69,100,10.67,11.6,95,1013.3,1.1,1.7,275,11.2,0,0,286.3,0,1000,313
8/27/2017 6:15,12.6,19.797,0.079,9.037,0.038,2.362,23.622,22.85,215.4,18.53,22.82,91.4,7.87,22.99,94.3,8.09,-99999.99,-100000,-99999.99,14.37,0,0,12.89,0,0,12.69,100,10.67,11.6,95,1013.3,1.6,2.3,281,11.1,0,0,286.3,0,1000,313
8/27/2017 6:30,12.7,57.005,0.227,13.561,0.057,3.023,30.23,22.84,216.2,18.61,22.79,90.9,7.83,22.99,94.9,8.14,-99999.99,-100000,-99999.99,14.32,0,0,12.87,0,0,12.7,100,10.67,11.6,94,1013.5,1,2,244,11.1,0,0,286.3,0,1000,313
8/27/2017 6:45,13,119.621,0.477,21.178,0.089,2.326,23.259,22.83,217,18.68,22.79,90.9,7.83,22.98,94.9,8.14,-99999.99,-100000,-99999.99,14.24,0,0,12.87,0,0,12.71,100,10.67,11.9,95,1013.7,1.1,2.4,281,11.5,0,0,286.3,0,1000,313
8/27/2017 7:00,13.2,191.354,0.762,31.829,0.134,2.241,22.405,22.85,217.3,18.7,22.79,90.9,7.83,22.97,94.7,8.13,-99999.99,-100000,-99999.99,14.22,0,0,12.87,0,0,12.73,100,10.66,12.2,91,1013.7,1.3,2.1,288,11.4,0,0,286.3,0,1000,313
8/27/2017 7:15,13.4,264.958,1.056,46.201,0.195,2.187,21.868,22.86,216.2,18.6,22.79,90.4,7.79,22.97,93.9,8.06,-99999.99,-100000,-99999.99,14.21,0,0,12.88,0,0,12.73,100,10.66,12.6,87,1013.8,1.1,1.7,322,11.4,0,0,286.3,0,1000,313
8/27/2017 7:30,13.4,351.756,1.401,67.503,0.285,2.078,20.781,22.83,215.9,18.58,22.76,91,7.84,22.96,94.7,8.13,-99999.99,-100000,-99999.99,14.18,0,0,12.88,0,0,12.73,100,10.66,13.1,87,1013.8,1,1.7,296,11.9,0,0,286.3,0,1000,313
8/27/2017 7:45,13.5,439.218,1.75,89.387,0.378,2.091,20.91,22.86,216.7,18.65,22.79,91.2,7.86,22.96,94.2,8.08,-99999.99,-100000,-99999.99,14.17,0,0,12.88,0,0,12.73,100,10.66,13.6,83,1014,1,1.7,288,11.9,0,0,286.3,0,1000,313
8/27/2017 8:00,13.5,530.495,2.113,109.56,0.463,2.127,21.268,22.88,216.3,18.6,22.78,91.2,7.85,22.96,94.2,8.08,-99999.99,-100000,-99999.99,14.17,0,0,12.88,0,0,12.73,100,10.66,14.1,81,1014.1,1.1,1.7,299,12.3,0,0,286.3,0,1000,313
8/27/2017 8:15,13.7,616.349,2.455,151.829,0.641,2.093,20.927,22.88,215.5,18.53,22.78,91.9,7.91,22.96,94,8.07,-99999.99,-100000,-99999.99,14.15,0,0,12.88,0,0,12.75,100,10.66,14.7,82,1014,1.2,1.9,339,12.9,0,0,286.3,0,1000,313
8/27/2017 8:30,13.7,686.492,2.735,178.739,0.755,2.079,20.787,22.9,215.2,18.5,22.79,91.6,7.89,22.96,93.5,8.02,-99999.99,-100000,-99999.99,14.18,0,0,12.88,0,0,12.75,100,10.66,15.4,75,1014,1.2,2.1,344,12.8,0,0,286.3,0,1000,313
8/27/2017 8:45,14.1,749.155,2.984,163.988,0.693,1.533,15.325,22.92,214.8,18.46,22.79,91.7,7.9,22.96,92.9,7.97,-99999.99,-100000,-99999.99,14.19,0,0,12.88,0,0,12.73,100,10.66,16.1,74,1013.9,1.9,2.6,358,13.4,0,0,286.3,0,1000,313
8/27/2017 9:00,14,822.113,3.275,182.406,0.771,1.53,15.3,22.95,216.3,18.58,22.8,91.6,7.89,22.96,92.8,7.97,-99999.99,-100000,-99999.99,14.18,0,0,12.89,0,0,12.74,100,10.66,16.8,68,1013.9,1.5,2.5,333,13.3,0,0,286.3,0,1000,313
8/27/2017 9:15,13.9,896.277,3.571,273.301,1.155,1.528,15.276,22.97,217.1,18.64,22.81,91.2,7.85,22.97,93.3,8.01,-99999.99,-100000,-99999.99,14.2,0,0,12.87,0,0,12.75,100,10.66,17.1,67,1013.9,1.4,2.3,354,13.5,0,0,286.3,0,1000,313
8/27/2017 9:30,14,972.116,3.873,257.977,1.09,1.852,18.52,23.01,217.5,18.66,22.81,91.5,7.88,22.97,93.2,8,-99999.99,-100000,-99999.99,14.17,0,0,12.87,0,0,12.75,100,10.66,17.3,67,1014,1,1.9,340,13.7,0,0,286.3,0,1000,313
8/27/2017 9:45,14.2,1049.357,4.18,293.995,1.242,1.529,15.291,23.03,218.9,18.77,22.81,91.7,7.9,22.96,94.5,8.11,-99999.99,-100000,-99999.99,14.23,0,0,12.88,0,0,12.73,100,10.66,17.6,62,1014,1.4,1.8,296,13.3,0,0,286.3,0,1000,313
8/27/2017 10:00,13.8,1118.584,4.456,357.415,1.51,1.829,18.289,23.05,222.8,19.1,22.81,92.5,7.97,22.97,95.1,8.17,-99999.99,-100000,-99999.99,14.32,0,0,12.88,0,0,12.73,100,10.66,18.2,61,1014,1.7,2.8,302,13.7,0,0,286.3,0,1000,313
8/27/2017 10:15,14,1161.955,4.629,344.728,1.457,1.528,15.275,23.11,222.4,19.03,22.82,92.2,7.94,22.96,95.1,8.17,-99999.99,-100000,-99999.99,14.32,0,0,12.88,0,0,12.72,100,10.66,18.6,55,1014,1.8,2.4,287,13.3,0,0,286.3,0,1000,313
8/27/2017 10:30,13.8,1215.884,4.844,517.771,2.188,1.847,18.465,23.17,223.5,19.11,22.84,92.5,7.96,22.97,94.5,8.11,-99999.99,-100000,-99999.99,14.3,0,0,12.88,0,0,12.73,100,10.66,18.9,54,1014,2.1,2.6,326,13.4,0,0,286.3,0,1000,313
8/27/2017 10:45,13.6,1258.488,5.013,369.415,1.561,1.947,19.473,23.21,222.8,19.04,22.87,92.2,7.93,22.97,94.1,8.08,-99999.99,-100000,-99999.99,14.34,0,0,12.88,0,0,12.72,100,10.66,19.2,57,1013.8,2.2,2.7,313,14.1,0,0,286.3,0,1000,313
8/27/2017 11:00,13.5,1276.264,5.084,403.379,1.704,1.971,19.71,23.18,224.2,19.17,22.89,92.2,7.93,22.97,93.8,8.05,-99999.99,-100000,-99999.99,14.3,0,0,12.88,0,0,12.7,100,10.67,19.3,52,1013.8,2.2,3.8,285,13.5,0,0,286.3,0,1000,313
8/27/2017 11:15,13.6,1296.014,5.163,502.914,2.125,1.892,18.924,23.22,227.8,19.46,22.89,94.8,8.15,22.97,97.2,8.34,-99999.99,-100000,-99999.99,14.33,0,0,12.88,0,0,12.69,100,10.67,19.3,49,1013.8,2.2,2.9,288,13,0,0,286.3,0,1000,313
8/27/2017 11:30,13.7,1334.635,5.317,478.667,2.022,1.906,19.056,23.29,227.6,19.41,22.89,93.9,8.07,22.96,95.4,8.19,-99999.99,-100000,-99999.99,14.23,0,0,12.88,0,0,12.68,100,10.67,19.6,51,1013.8,2.2,3.1,288,13.6,0,0,286.3,0,1000,313
8/27/2017 11:45,13.6,1366.242,5.443,442.05,1.868,1.848,18.477,23.34,231.1,19.7,22.87,96.1,8.26,22.9,98.6,8.48,-99999.99,-100000,-99999.99,14.26,0.1,0.01,12.87,0,0,12.68,100,10.67,19.6,46,1013.7,1.5,2.1,284,12.9,0,0,286.3,0,1000,313
8/27/2017 12:00,13.5,1412.811,5.628,494.106,2.088,1.87,18.701,23.29,228.7,19.51,22.94,95.6,8.21,22.97,98.5,8.46,-99999.99,-100000,-99999.99,14.42,0.3,0.03,12.87,0,0,12.68,100,10.67,20,45,1013.6,0.5,0.9,345,13.1,0,0,286.3,0,1000,313
8/27/2017 12:15,13.6,1511.644,6.022,516.748,2.183,1.837,18.372,23.35,225.6,19.22,22.95,94.2,8.09,22.91,95.5,8.21,-99999.99,-100000,-99999.99,14.46,0.2,0.02,12.89,0,0,12.68,100,10.67,20.3,46,1013.5,0.4,1.2,17,13.5,0,0,286.3,0,1000,313
8/27/2017 12:30,13.6,442.902,1.764,106.942,0.452,2.025,20.25,23.31,228.3,19.46,22.95,95.7,8.22,22.96,98,8.42,-99999.99,-100000,-99999.99,14.51,0.8,0.08,12.88,0,0,12.69,100,10.67,20.4,44,1013.4,2.5,3.4,341,13.3,0,0,286.3,0,1000,313
8/27/2017 12:45,13.6,1028.214,4.096,293.272,1.239,1.978,19.777,23.49,227.7,19.35,22.94,96,8.24,22.91,97.8,8.41,-99999.99,-100000,-99999.99,14.46,0.4,0.04,12.88,0,0,12.68,100,10.67,20.1,47,1013.5,0.9,1.7,312,13.5,0,0,286.3,0,1000,313
8/27/2017 13:00,13.5,1556.221,6.2,605.2,2.557,1.896,18.955,23.47,225.5,19.17,22.98,94.7,8.13,22.97,95.8,8.23,-99999.99,-100000,-99999.99,14.54,0.4,0.04,12.87,0,0,12.68,100,10.67,20.4,49,1013.2,1.7,4,337,14,0,0,286.3,0,1000,313
8/27/2017 13:15,13.6,1580.843,6.298,534.285,2.257,1.867,18.668,23.59,225.3,19.1,22.98,93,7.98,22.97,93.5,8.03,-99999.99,-100000,-99999.99,14.55,0.5,0.05,12.88,0,0,12.69,100,10.67,20.7,45,1013.4,2.1,2.9,333,13.6,0,0,286.3,0,1000,313
8/27/2017 13:30,13.7,763.097,3.04,194.609,0.822,1.96,19.596,23.82,231.4,19.53,22.98,95.6,8.21,22.98,97.6,8.37,-99999.99,-100000,-99999.99,14.67,1.5,0.16,12.89,0,0,12.69,100,10.67,20.5,40,1013.4,0.6,1.1,355,12.9,0,0,286.3,0,1000,313
8/27/2017 13:45,13.6,1527.896,6.087,536.992,2.269,1.905,19.048,23.75,230.9,19.52,22.98,93.7,8.04,22.98,94.6,8.12,-99999.99,-100000,-99999.99,14.6,1.6,0.16,12.88,0,0,12.69,100,10.67,21.3,43,1013.4,0.9,1.4,146,13.8,0,0,286.3,0,1000,313
8/27/2017 14:00,13.6,777.218,3.096,243.694,1.03,1.937,19.37,23.76,229.3,19.38,22.99,94.7,8.13,22.99,96.3,8.26,-99999.99,-100000,-99999.99,14.63,1.9,0.2,12.89,0,0,12.69,100,10.67,21,38,1013.2,0.7,1,96,12.9,0,0,286.3,0,1000,313
8/27/2017 14:15,13.8,368.943,1.47,96.555,0.408,2.031,20.312,23.92,230.9,19.46,23,95.9,8.23,23,97.6,8.38,-99999.99,-100000,-99999.99,14.6,1.4,0.14,12.89,0,0,12.71,100,10.67,21.2,46,1013.1,2.3,3.3,31,14.2,0,0,286.3,0,1000,313
8/27/2017 14:30,13.4,261.61,1.042,62.839,0.266,2.087,20.865,23.85,228.9,19.32,23.02,94,8.06,22.99,95.5,8.19,-99999.99,-100000,-99999.99,14.66,1.7,0.17,12.88,0,0,12.7,100,10.67,20.8,45,1012.9,2.2,2.9,61,13.7,0,0,286.3,0,1000,313
8/27/2017 14:45,14,369.074,1.47,86.645,0.366,1.528,15.283,23.91,230.3,19.41,23.11,94.7,8.11,22.99,95.9,8.23,-99999.99,-100000,-99999.99,14.69,2.1,0.22,12.89,0,0,12.7,100,10.67,20.7,41,1012.9,1,1.5,117,13.1,0,0,286.3,0,1000,313
8/27/2017 15:00,13.8,1420.039,5.657,476.507,2.013,1.93,19.298,23.92,229.4,19.33,23.03,94.2,8.07,22.99,95.3,8.18,-99999.99,-100000,-99999.99,14.7,2.4,0.24,12.88,0,0,12.68,100,10.67,20.7,48,1012.9,1.1,1.9,194,14,0,0,286.3,0,1000,313
8/27/2017 15:15,14,1387.376,5.527,530.308,2.241,1.527,15.269,23.8,226,19.09,23,93.4,8.01,22.99,94.5,8.11,-99999.99,-100000,-99999.99,14.69,2.3,0.23,12.88,0,0,12.69,100,10.67,21.1,41,1012.8,0.6,0.9,60,13.4,0,0,286.3,0,1000,313
8/27/2017 15:30,13.8,1217.614,4.851,353.712,1.494,1.857,18.574,23.86,228.7,19.29,23,94.5,8.11,22.99,96.3,8.26,-99999.99,-100000,-99999.99,14.87,3,0.3,12.88,0,0,12.69,100,10.67,21.6,49,1012.7,2,3.4,51,14.9,0,0,286.3,0,1000,313
8/27/2017 15:45,14,759.319,3.025,196.91,0.832,1.521,15.214,23.82,230.4,19.45,23.01,95.2,8.16,22.99,96.5,8.28,-99999.99,-100000,-99999.99,14.99,3.2,0.32,12.89,0,0,12.68,100,10.67,21.3,44,1012.7,2.1,3.2,36,14,0,0,286.3,0,1000,313
8/27/2017 16:00,13.9,389.75,1.553,111.773,0.472,1.567,15.667,23.8,233.1,19.68,23.06,96.4,8.26,23.02,98.6,8.46,-99999.99,-100000,-99999.99,14.71,2.6,0.26,12.88,0,0,12.69,100,10.67,21.5,41,1012.6,2.1,2.5,351,13.7,0,0,286.3,0,1000,313
8/27/2017 16:15,14,320.775,1.278,88.426,0.374,1.524,15.239,23.85,231.6,19.55,23.32,97.3,8.29,23.05,98.9,8.48,-99999.99,-100000,-99999.99,14.7,2.9,0.3,12.88,0,0,12.66,100,10.68,21.3,42,1012.6,1.7,2.5,3,13.6,0,0,286.3,0,1000,313
8/27/2017 16:30,13.8,558.614,2.225,165.187,0.698,1.954,19.536,23.92,232.9,19.62,23.09,96.4,8.26,22.99,98,8.41,-99999.99,-100000,-99999.99,14.85,2.9,0.3,12.88,0,0,12.66,100,10.68,21.1,45,1012.4,1.2,1.4,41,14,0,0,286.3,0,1000,313
8/27/2017 16:45,13.6,369.813,1.473,100.558,0.425,2.036,20.357,23.88,235.8,19.89,23.04,97.2,8.34,22.99,99.9,8.57,-99999.99,-100000,-99999.99,14.91,3.4,0.34,12.87,0,0,12.65,100,10.68,21.1,45,1012.5,1.1,1.7,49,14,0,0,286.3,0,1000,313
8/27/2017 17:00,13.5,290.084,1.156,82.686,0.349,2.109,21.091,23.86,230.6,19.46,23.03,95.3,8.17,23.02,97.1,8.33,-99999.99,-100000,-99999.99,14.92,3.5,0.35,12.87,0,0,12.67,100,10.68,20.9,53,1012.5,1.4,2.1,33,15.1,0,0,286.3,0,1000,313
8/27/2017 17:15,13.6,198.564,0.791,44.323,0.187,2.096,20.961,23.87,230.2,19.41,23.06,95.2,8.16,23.02,96.3,8.26,-99999.99,-100000,-99999.99,14.87,3.8,0.39,12.88,0,0,12.68,100,10.67,20.6,51,1012.5,1.9,2.6,53,14.4,0,0,286.3,0,1000,313
8/27/2017 17:30,13.4,464.167,1.849,115.715,0.489,2.04,20.403,23.9,229.1,19.32,23.11,94.9,8.12,23.04,96.3,8.26,-99999.99,-100000,-99999.99,14.51,0.3,0.03,12.89,0,0,12.67,100,10.68,21,54,1012.4,1,1.4,58,15.2,0,0,286.3,0,1000,313
8/27/2017 17:45,13.6,419.617,1.672,108.238,0.457,2.049,20.493,23.91,227.7,19.19,23.09,93.6,8.02,23.02,94.3,8.09,-99999.99,-100000,-99999.99,14.38,0,0,12.88,0,0,12.68,100,10.67,21.8,43,1012.5,1.1,1.9,28,14.3,0,0,286.3,0,1000,313
8/27/2017 18:00,13.5,373.796,1.489,89.475,0.378,2.089,20.889,23.91,228.4,19.25,23.07,93.5,8.01,23.02,94.5,8.11,-99999.99,-100000,-99999.99,14.45,0,0,12.87,0,0,12.69,100,10.67,21.5,57,1012.4,0.6,1.1,245,16,0,0,286.3,0,1000,313
8/27/2017 18:15,13.7,136.5,0.544,30.339,0.128,2.356,23.556,23.89,228.1,19.23,23.11,93.8,8.03,23.02,94.2,8.08,-99999.99,-100000,-99999.99,14.42,0,0,12.87,0,0,12.68,100,10.67,21.4,50,1012.6,2.3,2.9,23,15,0,0,286.3,0,1000,313
8/27/2017 18:30,13.4,166.714,0.664,43.159,0.182,2.053,20.528,23.86,230,19.4,23.06,94.7,8.11,23.03,95.2,8.16,-99999.99,-100000,-99999.99,14.31,0,0,12.86,0,0,12.65,100,10.68,20.8,50,1012.7,1.2,1.7,50,14.5,0,0,286.3,0,1000,313
8/27/2017 18:45,13.6,102.602,0.409,20.306,0.086,2.11,21.1,23.86,229.6,19.37,23.06,95,8.14,22.99,96.4,8.27,-99999.99,-100000,-99999.99,14.32,0,0,12.86,0,0,12.58,100,10.7,20.5,64,1012.6,1.1,1.6,36,16.2,0,0,286.3,0,1000,313
8/27/2017 19:00,13.5,55.116,0.22,10.871,0.046,2.178,21.778,23.86,226.2,19.09,23.07,93.6,8.02,23.05,94.8,8.13,-99999.99,-100000,-99999.99,14.26,0,0,12.85,0,0,12.61,100,10.69,19.9,63,1012.8,0.7,1.2,216,15.5,0,0,286.3,0,1000,313
8/27/2017 19:15,12.8,22.05,0.088,4.876,0.021,2.187,21.874,23.82,226,19.08,23.06,93.8,8.04,22.99,94.6,8.12,-99999.99,-100000,-99999.99,14.19,0,0,12.86,0,0,12.67,100,10.68,18.5,69,1012.8,0.8,1.1,22,15,0,0,286.3,0,1000,313
8/27/2017 19:30,12.7,4.227,0.017,1.543,0.007,2.132,21.325,23.8,226.9,19.17,23.06,94.5,8.1,23.01,95.5,8.19,-99999.99,-100000,-99999.99,14.28,0,0,12.86,0,0,12.69,100,10.67,17.5,74,1012.9,0.8,1.2,289,14.7,0,0,286.3,0,1000,313
8/27/2017 19:45,12.8,-2.506,-0.01,0.555,0.002,2.125,21.251,23.78,226.6,19.15,23.07,94.2,8.07,23.02,94.9,8.14,-99999.99,-100000,-99999.99,14.31,0,0,12.86,0,0,12.68,100,10.67,17,78,1012.9,0.7,1.1,239,14.7,0,0,286.3,0,1000,313
8/27/2017 20:00,12.6,-3.619,-0.014,1.481,0.006,2.071,20.709,23.73,228.3,19.31,23.1,94.2,8.06,23.02,94.7,8.12,-99999.99,-100000,-99999.99,14.25,0,0,12.86,0,0,12.69,100,10.67,16.6,81,1012.9,0.7,1.1,262,14.6,0,0,286.3,0,1000,313
8/27/2017 20:15,12.8,-3.273,-0.013,1.675,0.007,2.142,21.424,23.69,226.6,19.18,23.09,93.9,8.04,23.02,95,8.15,-99999.99,-100000,-99999.99,14.3,0,0,12.86,0,0,12.69,100,10.67,16.2,84,1013.1,0.9,1.3,249,14.6,0,0,286.3,0,1000,313
8/27/2017 20:30,12.7,-3.74,-0.015,1.234,0.005,2.101,21.011,23.69,225.7,19.1,23.06,93.8,8.04,23.02,95,8.15,-99999.99,-100000,-99999.99,14.22,0,0,12.87,0,0,12.67,100,10.68,16,84,1013.2,0.9,1.4,250,14.3,0,0,286.3,0,1000,313
8/27/2017 20:45,12.8,-4.348,-0.017,1.931,0.008,2.119,21.188,23.67,225.9,19.13,23.03,92.8,7.95,23,95.4,8.18,-99999.99,-100000,-99999.99,14.22,0,0,12.88,0,0,12.67,100,10.68,15.6,88,1013.2,1.1,1.6,241,14.3,0,0,286.3,0,1000,313
8/27/2017 21:00,12.7,-3.357,-0.013,2.248,0.009,2.107,21.075,23.62,225.5,19.11,23.03,93.4,8.01,22.99,95.3,8.18,-99999.99,-100000,-99999.99,14.3,0,0,12.87,0,0,12.67,100,10.68,15.2,88,1013.3,1,1.4,256,14.1,0,0,286.3,0,1000,313
8/27/2017 21:15,12.8,-4.161,-0.017,2.522,0.011,2.21,22.104,23.64,225.5,19.11,23.03,93.3,8,22.99,95.2,8.17,-99999.99,-100000,-99999.99,14.31,0,0,12.88,0,0,12.68,100,10.67,15.1,89,1013.3,1,1.4,284,14,0,0,286.3,0,1000,313
8/27/2017 21:30,12.6,-4.535,-0.018,2.716,0.011,2.059,20.593,23.62,225.4,19.1,23,92.9,7.97,22.99,96.1,8.25,-99999.99,-100000,-99999.99,14.34,0,0,12.89,0,0,12.68,100,10.67,14.8,86,1013.5,1.2,1.8,272,13.5,0,0,286.3,0,1000,313
8/27/2017 21:45,12.8,-3.366,-0.013,2.839,0.012,2.12,21.2,23.56,225.9,19.17,23.03,90.5,7.76,22.99,95.3,8.18,-99999.99,-100000,-99999.99,14.43,0,0,12.89,0,0,12.72,100,10.66,14.7,87,1013.5,1.6,2.2,282,13.4,0,0,286.3,0,1000,313
8/27/2017 22:00,12.6,-5.05,-0.02,2.636,0.011,2.059,20.589,23.57,226.1,19.18,23.04,92.6,7.94,22.99,95.4,8.19,-99999.99,-100000,-99999.99,14.26,0,0,12.89,0,0,12.73,100,10.66,14.5,89,1013.5,1.5,2.2,284,13.4,0,0,286.3,0,1000,313
8/27/2017 22:15,12.8,-5.237,-0.021,2.266,0.01,2.116,21.161,23.54,226.4,19.22,23.01,93.1,7.98,22.99,94.9,8.15,-99999.99,-100000,-99999.99,14.09,0,0,12.89,0,0,12.79,100,10.65,14.3,92,1013.5,1.7,2.2,282,13.5,0,0,286.3,0,1000,313
8/27/2017 22:30,12.6,-5.162,-0.021,2.345,0.01,2.111,21.114,23.49,226.6,19.26,23.05,92.9,7.96,23,95.2,8.16,-99999.99,-100000,-99999.99,14.31,0,0,12.89,0,0,12.81,100,10.64,13.9,91,1013.7,1.5,2.2,280,13,0,0,286.3,0,1000,313
8/27/2017 22:45,12.8,-4.863,-0.019,3.095,0.013,2.176,21.756,23.44,225.9,19.21,23.05,92.6,7.94,22.99,95.5,8.19,-99999.99,-100000,-99999.99,14.29,0,0,12.9,0,0,12.79,100,10.65,13.8,92,1013.7,0.6,1.7,125,13,0,0,286.3,0,1000,313
8/27/2017 23:00,12.6,-5.536,-0.022,2.918,0.012,2.107,21.071,23.41,224.8,19.14,23.06,92.9,7.96,22.99,95.4,8.19,-99999.99,-100000,-99999.99,14.16,0,0,12.89,0,0,12.73,100,10.66,13.5,93,1013.7,1.6,2,243,12.9,0,0,286.3,0,1000,313
8/27/2017 23:15,12.8,-5.592,-0.022,3.156,0.013,2.161,21.606,23.4,225.3,19.18,23.06,93.1,7.98,23.01,95.4,8.18,-99999.99,-100000,-99999.99,14.21,0,0,12.89,0,0,12.68,100,10.67,13,94,1013.7,0.8,1.1,231,12.4,0,0,286.3,0,1000,313
8/27/2017 23:30,12.6,-5.629,-0.022,3.13,0.013,2.171,21.709,23.37,225.2,19.18,23.03,93.1,7.98,23.01,94.6,8.12,-99999.99,-100000,-99999.99,14.18,0,0,12.89,0,0,12.67,100,10.68,13.4,92,1013.8,1.2,2,276,12.6,0,0,286.3,0,1000,313
8/27/2017 23:45,12.8,-5.788,-0.023,2.742,0.012,2.073,20.729,23.35,223.8,19.07,23.07,93.4,8,23.02,94.8,8.13,-99999.99,-100000,-99999.99,14.3,0,0,12.89,0,0,12.67,100,10.68,13.4,94,1013.8,1.4,2.1,288,12.8,0,0,286.3,0,1000,313
